OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=CHS,,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower,
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations,
01-01-2017,80,37,31,1,149,0,0,3,0,3,0,1,1,0,2,0,0,3,0,3,0,0,0,151,157,
01-02-2017,98,53,69,6,226,0,1,2,0,3,0,0,11,1,12,0,0,0,0,0,2,0,2,240,243,
01-03-2017,97,54,57,50,258,0,1,1,0,2,0,0,0,1,1,0,0,1,0,1,1,14,15,274,277,
01-04-2017,104,40,58,40,242,0,0,3,0,3,0,5,18,5,28,0,1,3,0,4,16,19,35,305,312,
01-05-2017,101,53,52,46,252,0,2,4,0,6,0,7,18,3,28,0,2,1,1,4,12,22,34,314,324,
01-06-2017,85,40,58,39,222,1,0,3,1,5,0,5,20,0,25,0,0,3,0,3,2,14,16,263,271,
01-07-2017,59,34,19,5,117,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,118,119,
01-08-2017,84,41,48,15,188,1,0,2,0,3,0,5,9,3,17,0,1,4,1,6,6,6,12,217,226,
01-09-2017,94,53,51,55,253,0,1,2,1,4,0,2,18,2,22,0,0,7,0,7,0,22,22,297,308,
01-10-2017,94,54,78,38,264,0,0,5,0,5,0,3,13,3,19,0,1,3,0,4,4,20,24,307,316,
01-11-2017,92,51,67,49,259,0,0,0,1,1,0,4,19,3,26,0,1,5,0,6,0,23,23,308,315,
01-12-2017,96,53,60,80,289,0,1,2,0,3,0,5,19,3,27,0,2,3,0,5,2,47,49,365,373,
01/13/2017,105,68,77,37,287,0,1,0,0,1,0,11,23,3,37,0,6,7,1,14,0,6,6,330,345,
01/14/2017,69,32,44,12,157,0,0,1,0,1,0,7,11,2,20,0,1,0,0,1,24,0,24,201,203,
01/15/2017,87,33,58,11,189,2,0,0,1,3,0,8,16,4,28,0,2,0,1,3,0,6,6,223,229,
01/16/2017,91,59,63,6,219,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,0,8,227,229,
01/17/2017,92,44,59,64,259,1,0,2,1,4,0,0,11,3,14,0,0,0,0,0,2,52,54,327,331,
01/18/2017,94,46,69,89,298,1,0,3,3,7,0,6,13,2,21,0,2,3,0,5,0,70,70,389,401,
01/19/2017,101,59,52,64,276,0,0,2,1,3,0,3,20,3,26,0,0,3,0,3,0,29,29,331,337,
01/20/2017,103,52,57,64,276,0,0,1,3,4,0,4,11,1,16,0,2,3,0,5,0,46,46,338,347,
