OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2017 To 12/31/2021 | Facility=SCK,,,,,,,,,,,,,,,,,,,,,,,,,
,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Air,Air,General,Military,Total,Civil,Military,Total,Airport,Tower
,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,Carrier,Taxi,Aviation,,,,,,Operations,Operations
01/01/2017,5,2,10,0,17,0,0,0,0,0,0,2,17,0,19,0,0,0,0,0,52,0,52,88,88
01/02/2017,10,5,30,0,45,0,0,0,0,0,0,1,25,0,26,0,0,1,0,1,158,0,158,229,230
01/03/2017,3,1,20,4,28,0,0,0,1,1,0,0,13,3,16,0,0,0,0,0,66,14,80,124,125
01/04/2017,5,1,28,6,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,41,41
01/05/2017,9,2,44,2,57,0,0,0,0,0,0,4,100,1,105,0,0,2,0,2,242,10,252,414,416
01/06/2017,6,3,41,2,52,0,0,0,0,0,0,4,111,14,129,0,0,3,0,3,118,24,142,323,326
01/07/2017,5,0,8,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14
01/08/2017,12,1,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
01/09/2017,6,2,22,6,36,0,0,0,0,0,0,1,37,5,43,0,0,0,0,0,60,0,60,139,139
01/10/2017,4,1,12,1,18,0,0,1,0,1,0,0,2,1,3,0,0,1,0,1,0,0,0,21,23
01/11/2017,6,6,36,4,52,0,0,0,0,0,0,2,18,7,27,0,0,1,0,1,74,8,82,161,162
01/12/2017,10,10,25,0,45,0,0,0,0,0,0,2,6,23,31,0,0,0,0,0,84,56,140,216,216
01/13/2017,8,3,72,1,84,0,0,0,0,0,0,3,91,1,95,0,0,3,0,3,110,0,110,289,292
01/14/2017,5,0,45,0,50,1,0,0,0,1,0,0,50,0,50,0,0,2,0,2,116,0,116,216,219
01/15/2017,10,5,35,0,50,0,0,0,0,0,0,1,10,0,11,0,0,0,0,0,14,0,14,75,75
01/16/2017,8,4,77,0,89,0,0,0,0,0,0,3,33,0,36,0,0,1,1,2,90,0,90,215,217
01/17/2017,4,0,36,4,44,0,0,1,0,1,0,0,24,9,33,0,0,0,0,0,26,14,40,117,118
01/18/2017,7,0,22,0,29,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,0,0,0,35,35
01/19/2017,9,4,30,7,50,0,0,0,0,0,0,4,36,21,61,0,0,0,0,0,156,30,186,297,297
01/20/2017,6,1,16,0,23,0,0,0,0,0,0,3,8,2,13,0,0,0,0,0,4,8,12,48,48
01/21/2017,4,3,24,8,39,0,0,0,0,0,0,3,25,0,28,0,0,0,0,0,66,0,66,133,133
